非洲	Africa
Jim Morrison	Jim Morrison
Thòi-vân Thò-yèn Koet-chi Kî-chhòng	Aeroporto di Taipei-Taoyuan
Kit-lìm	Jilin (provincia)
Fù-nàm	Hunan
Chhiâng-hói	Qinghai
Vì-ngâ-ngì-tshu̍k	Uiguri
Rhône-sén	Rodano (dipartimento)
Koet-kâ Kûng-yèn	Parco nazionale
Pâ-lì Charles-de-Gaulle Koet-chi Kî-chhòng	Aeroporto di Parigi Charles de Gaulle
Chṳ̂-sán	Cespite
O-le̍t-liòng	Aureliano
Fù-pet	Hubei
Sân-sî	Shanxi
Hòng-khûng Kûng-sṳ̂	Compagnia aerea
Hò-khiéu-vân	Estuario
Chûng-set	Marrone
Kui-chû	Guizhou
Berkelland	Berkelland
Chûng-khi Sṳ̀n-kîn Ne-thúng	Sistema nervoso centrale
Yî-fut-só	Efeso
Ôn-tha̍t-màn Hói	Mare delle Andamane
Yok-sû-â-ki	Libro di Giosuè
Sî-pet Yîn-kak-làn	Nord Ovest (Inghilterra)
Shám-sî-sén	Shaanxi
Tûng-pet Yîn-kak-làn	Nord Est (Inghilterra)
Tûng Midlands	Midlands Orientali
Tûng Yîn-kak-làn	Est dell'Inghilterra
Tûng-nàm Yîn-kak-làn	Sud Est (Inghilterra)
Sî-nàm Yîn-kak-làn	Sud Ovest (Inghilterra)
模板:Commonscat	Template:Commonscat
Sî Midlands	Midlands Occidentali (regione)
Yorkshire lâu Humber	Yorkshire e Humber
Kòn Se-pâu	Cellula staminale
Lò-mâ-sû	Lettera ai Romani
Mâ-liuk-kap Hói-hia̍p	Stretto di Malacca
Yù-thai Vòng-koet	Regno di Giuda
Mî-koet Pha̍k-ngìn	Bianchi americani
Fî-yí Mî-koet Het-ngìn	Afroamericano
Mà-sat-chû-set Lî-kûng Ho̍k-yen	Massachusetts Institute of Technology
Pô-sṳ-tun Thai-ho̍k	Università di Boston
Yâ-lû Thai-ho̍k	Università di Yale
Lû-khái-ngî	Lingua rukai
Nàm-pet-chêu	Dinastie del Nord e del Sud
Fûn-lî	Nozze
Pan Chúng-thúng-chṳ	Repubblica semipresidenziale
Kâ-phìn-khiùn	Gapyeong
Kô-sàng-khiùn (Hôn-koet)	Goseong (Gangwon)
Fâi-sân-khiùn	Goesan
Kím-sân-khiùn	Geumsan
Tan-yòng-khiùn (Hôn-koet)	Danyang
Po-ên-khiùn	Boeun
Fù-yì-khiùn	Buyeo (contea)
Sû-chhôn-khiùn	Seocheon
Yòng-khiéu-khiùn	Yanggu (Corea del Sud)
Siong-yòng-khiùn	Yangyang
Yòng-phìn-khiùn	Yangpyeong
Lî-chû-sṳ	Yeoju
Liên-chhôn-khiùn	Yeoncheon
Yún-thùng-khiùn	Yeongdong
Nèn-ye̍t-khiùn	Yeongwol
Lî-sân-khiùn	Yesan
Vok-chhôn-khiùn	Okcheon
Yîm-sàng-khiùn	Eumseong
Lîn-thài-khiùn	Inje
Tsin-san-khiùn	Jeongseon
Chên-phiàng-khiùn	Jeungpyeong
Chṳ́n-chhôn-khiùn	Jincheon
Thiet-ngièn-khiùn	Cheorwon
Chhiâng-yòng-khiùn	Cheongyang
Thai-ôn-khiùn	Taean
Fùng-sàng-khiùn	Hongseong
Fùng-chhôn-khiùn	Hongcheon
Fà-chhôn-khiùn	Hwacheon
Vàng-sàng-khiùn	Hoengseong
Ên-phìn-sṳ	Eunpyeong-gu
Fî-li̍p-pí-sû	Lettera ai Filippesi
Thiên-koet Pat-fuk	Beatitudini evangeliche
Mî-koet Lièn-pâng Chún-phi Ne-thúng	Federal Reserve System
Kúai-é	Anura
Hâ Sî-lî-sî-â-sén	Voivodato della Bassa Slesia
Khù-â-vì - Pô-mî-là-nì-â-sén	Voivodato della Cuiavia-Pomerania
Lû-pu-lìm-sén	Voivodato di Lublino
Lû-pu-sṳ̂-khà-sén	Voivodato di Lubusz
Lò-tsṳ-sén	Voivodato di Łódź
Séu Pô-làn-sén	Voivodato della Piccola Polonia
Mâ-tsó-fû-sá-sén	Voivodato della Masovia
O-pô-lòi-sén	Voivodato di Opole
Khak-ngì-pâ-yèn-sân-sén	Voivodato della Precarpazia
Pô-tet-là-chhia-sén	Voivodato della Podlachia
Pô-mî-là-nì-â-sén	Voivodato della Pomerania
Sî-lî-sî-â-sén	Voivodato della Slesia
Sṳn-sṳ̍p-sṳ-sén	Voivodato della Santacroce
Sî Pô-mî-là-nì-â-sén	Voivodato della Pomerania Occidentale
Pâ-lùn-sî-â-sén	Provincia di Valencia
Sat-là-kô-sat-sén	Provincia di Saragozza
Vùi-sṳ̂-khà-sén	Provincia di Huesca
Sok-lî-â-sén	Provincia di Soria
Hien-thoi Khì-chhâ	Hyundai Motor Company
Kîm Tsang-ên	Kim Jong-un
Pu-nùng-ngî	Lingua bunun
Kông-sî	Jiangxi
Wernher von Braun	Wernher von Braun
Nèn-ha	Ningsia
Lí Hién-liùng	Lee Hsien Loong
Kîm-fà-sṳ	Jinhua
Thòi-chû-sṳ	Taizhou (Zhejiang)
Phòng-châ-phú-ngî	Lingua punjabi
Phú-sṳ̍p-thok-ngî	Lingua pashtu
Yâ-chû	Sus scrofa
Chû-hói-sṳ	Zhuhai
Sân-thèu-sṳ	Shantou
Shâu-kûan-sṳ	Shaoguan
Kông-mùn-sṳ	Jiangmen
Chhám-kông-sṳ	Zhanjiang
Shàu-khin-sṳ	Zhaoqing
Fi-chiu-sṳ	Huizhou
Mòi-chiu-sṳ	Meizhou
San-mî-sṳ	Shanwei
Hò-ngièn-sṳ	Heyuan
Yòng-kông-sṳ	Yangjiang
Chhîn-yén-sṳ	Qingyuan
Tûng-kôn-sṳ	Dongguan
Chûng-sân-sṳ	Zhongshan
Chhèu-chiu-sṳ	Chaozhou
Thiên-tén-yen	Contea di Tiandeng
Liùng-chiu-yen	Contea di Longzhou
Nèn-mìn-yen	Contea di Ningming
Thai-sîn-yen	Contea di Daxin
Mâ-liuk-kap-sṳ	Malacca (Malesia)
Khiâu-chhṳ-sṳ	George Town (Malesia)
IPhone 5	IPhone 5
Mèu-li̍t-yen	Contea di Miaoli
Sṳn-chhôn-lî	Eucaristia
Fuk-chiu-sṳ	Fuzhou
Nàm-phìn-sṳ	Nanping
Phû-thièn-sṳ	Putian
Sâm-mìn-sṳ	Sanming
Tshièn-chiu-sṳ	Quanzhou
Hà-mûn-sṳ	Xiamen
Chông-chiu-sṳ	Zhangzhou
Liùng-ngâm-sṳ	Longyan
Nèn-tet-sṳ	Ningde
Sî-pak-li-â Fú	Panthera tigris altaica
Thiên-ngô-yen	Contea di Tian'e
Nàm-tan-yen	Contea di Nandan
Fung-sân-yen	Contea di Fengshan
Tûng-làn-yen	Contea di Donglan
Buren	Buren
Sîn-chuk-yen	Contea di Hsinchu
Nó	Encefalo
Thông Ngiâ-mong	Johann Adam Schall von Bell
Yáng-chhiong Chín-thôn-ho̍k	Radiologia
Rumia	Rumia
Kluczbork	Kluczbork
La̍p-tsuk	Candela (illuminazione)
Hiet-chiong	Plasma (biologia)
Southampton	Southampton
Lu-tet-ki	Libro di Rut
Hâ-sat-khiet-chhu̍k	Kazaki
Yòng-mî	Anisoptera
Chit-fûn-ho̍k	Integrale
Kô-lìm-tô-chhièn-sû	Prima lettera ai Corinzi
Sî-pân-ngà Ti-koet	Impero spagnolo
Sṳ-sṳ̂-ki	Libro dei Giudici
Po-lîn-chhòi	Spinacia oleracea
Pâ-set-lò-nâ-sén	Provincia di Barcellona
Nàm-thèu-yen	Contea di Nantou
Liuk-piên-hìn	Esagono
Thòi-pet 101	Taipei 101
Lùn-tûn Thap-khiâu	Tower Bridge
Luì-kûng	Tuono
Siù-li Yún-kòn-sien-chhùng	Caenorhabditis elegans
O-pô-lòi	Opole
Sopot	Sopot
Â-sṳ̂-thù-lî-â-sṳ̂-sén Chhṳ̍t-hot-sṳ	Lista dei comuni della provincia delle Asturie
Kám-lám-yù	Olio di oliva
Chim-sin-fi	Battismo
Set-vì-li-â-sén	Provincia di Siviglia
Thap-là-kô-na̍p-sén	Provincia di Tarragona
Provence-sén	Provenza
Kî-hài Kûng-chhàng	Ingegneria meccanica
Apeldoorn	Apeldoorn
Lìm-pó-ngî	Lingua limburghese
Khái-ngì-chhái	Kielce
Bytom	Bytom
Ôn-sit-ngit	Shabbat
Khìm-sṳ̂-thok-khok-ngá	Częstochowa
Zabrze	Zabrze
Ôn-sit-ngit-fi	Chiesa cristiana avventista del settimo giorno
Jean Michel Jarre	Jean Michel Jarre
Thai Pô-làn Thi-khî Kô-yî-fû	Gorzów Wielkopolski
Là-tô-mê	Radom
Lo̍k-chham-ki-yen	Contea di Los Angeles
Słupsk	Słupsk
Sosnowiec	Sosnowiec
Gliwice	Gliwice
Yo̍k-sṳ̂	Farmacista
Hi-kôn Yì-chhṳ̍t	Trapianto
Bielsko-Biała	Bielsko-Biała
Rybnik	Rybnik
Tân-fu̍t Se-pâu	Monocita
Mâ-khó-fuk-yîm	Vangelo secondo Marco
Ruda Śląska	Ruda Śląska
Yok-thán-vòng	Ioatam
Thò-yèn-yen	Contea di Taoyuan
Nò-mí	Riso glutinoso
Kîn-tû-fú	Prefettura di Kyoto
Kau-su	Professore
Thai-fán-fú	Prefettura di Osaka
Fuk-kông-yen	Prefettura di Fukuoka
Oi-yèn-yen	Prefettura di Ehime
Kô-lìm-tô-heu-sû	Seconda lettera ai Corinzi
Khien-mî	Culturismo
Port Elizabeth	Port Elizabeth
Kimberley (Nàm-fî)	Kimberley (Sudafrica)
Yok-sâ-fap-vòng	Giosafat
Thòi-vân Hói-hia̍p	Stretto di Formosa
Sî Khôi-phú-sén	Provincia del Capo Occidentale
Yamaguchi-yen	Prefettura di Yamaguchi
Khiâu-chhṳ Sâm-sṳ	Giorgio III del Regno Unito
Chûng-koet Thi-fông	Chūgoku
Mî-koet Thu̍k-li̍p Siên-ngièn	Dichiarazione di indipendenza degli Stati Uniti d'America
Sâm-tshûng-yen	Prefettura di Mie
Yù-mu̍k mìn-chhu̍k	Popoli nomadi
Hiông-pak-su	Cedrus
Hî-pak-lòi-sû	Lettera agli Ebrei
Kâ-lâ-thai-sû	Lettera ai Galati
Màn-é	Anguilliformes
Sông-chhèu	Dinastia Shang
Thai-thúi	Coscia
Pîn-khù-yen	Prefettura di Hyōgo
Kiûng-khì-yen	Prefettura di Miyazaki
Yùng-pún-yen	Prefettura di Kumamoto
Stamford Raffles	Thomas Stamford Raffles
Sha̍m-é	Cicadidae
Tûng Khôi-phú-sén	Provincia del Capo Orientale
Fap-koet Hòng-khûng	Air France
Kô-lò-sî-sû	Lettera ai Colossesi
Ngâ-kok-sû	Lettera di Giacomo
Yok-hon-yit-sû	Prima lettera di Giovanni
Fî-li-mùn-sû	Lettera a Filemone
Thiap-sat-lò-nì-kâ-heu-sû	Seconda lettera ai Tessalonicesi
Thiap-sat-lò-nì-kâ-chhièn-sû	Prima lettera ai Tessalonicesi
Pí-tet-chhièn-sû	Prima lettera di Pietro
Thì-mô-thai-chhièn-sû	Prima lettera a Timoteo
Lí Kông-yeu	Lee Kuan Yew
Chṳ̂-kâ-kô Thai-ho̍k	Università di Chicago
Tsṳ̂-fo-yen	Prefettura di Shiga
Mu-nì-het Kî-chhòng	Aeroporto di Monaco di Baviera
Yok-hon-ngi-sû	Seconda lettera di Giovanni
Thì-mô-thai-heu-sû	Seconda lettera a Timoteo
Thì-tô-sû	Lettera a Tito
Yî-sṳ̂-lâ-ki	Libro di Esdra
Nì-hî-mí-ki	Libro di Neemia
Pietersburg	Polokwane
Séu Pha̍k-Lù	Egretta garzetta
Chhòn-ngiam-phiang	Malattia infettiva
Kôn-yàm	Epatite
Chhûn-chiet	Capodanno cinese
Shinzō Abe	Shinzō Abe
Mpumalanga-sén	Mpumalanga
Pet Khôi-phú-sén	Provincia del Capo Settentrionale
Tó-kîn-yen	Prefettura di Shimane
Kông-sân-yen	Prefettura di Okayama
Gauteng-sén	Gauteng
Thung-fûng	Gotta
Chông-fa-yen	Contea di Changhua
Thai-fûn-yen	Prefettura di Ōita
Tiâu-tshí-yen	Prefettura di Tottori
Nùng-la̍k	Calendario cinese
Kô-tî-yen	Prefettura di Kōchi
Liû-liên	Durian
Pha̍k-hèu	Difterite
Exeter	Exeter
Saint Lawrence-hò	San Lorenzo (fiume)
Limpopo-sén	Provincia del Limpopo
Kô-tén Kau-yuk	Istruzione superiore in Italia
Sân-tá-kîn	Sandakan
Â-pí	Kota Kinabalu
Ngi̍t-pún thúng-tshṳ sṳ̀-thoi (Thòi-vân)	Taiwan sotto il dominio giapponese
Phok Kiún-fi	Park Geun-hye
Lévis	Lévis
Thòi-nàm-sṳ	Tainan
Laval (Québec)	Laval (Canada)
Mâ-lòi Pô-lî-nì-sî-â Ngî-chhu̍k	Lingue maleo-polinesiache
Fên-yòng-sṳ	Hengyang
Mân-chiu-tshu̍k	Manciù
Zambrów	Zambrów
Doetinchem	Doetinchem
Zamość	Zamość
Malbork	Malbork
Groesbeek	Groesbeek
Mì-chit-fûn-ho̍k	Calcolo infinitesimale
Ngo̍k-yòng-sṳ	Yueyang
BP	BP (azienda)
Sú-thiàu	Patate fritte
Yùn-lìm-yen	Yunlin
Vî-liâm Â-li̍t-sân-thai (Hò-làn)	Guglielmo Alessandro dei Paesi Bassi
Krasnystaw	Krasnystaw
Sî-kung-khî	Distretto di Sai Kung
Mâ-nâ-sî-vòng	Manasse (re di Giuda)
Kî-kîm-fi	Fondazione (ente)
A-hîn Kôn-yàm	Epatite A
Yù-tsiâm-vong-khî	Distretto di Yau Tsim Mong
Fûng-sái	Diospyros kaki
Tshṳ̍t-tshòng	Retto
Chhṳ-yù Pâng-sén	Free State
Tsó-fo-yen	Prefettura di Saga
Tet-tó-yen	Prefettura di Tokushima
Sî-pân-ngà-ngìn	Spagnoli
Fu̍t-chhṳ̂ Khiung-chṳn Sṳ̀n-siong	Imaging a risonanza magnetica
Hiông-tshon-yen	Prefettura di Kagawa
Reading, Berkshire	Reading
Kâ-chû Lî-kûng Ho̍k-yen	California Institute of Technology
Vì-ngì-tshṳ-páu Thai-ho̍k	Università di Würzburg
Êu-kí-lî-tet Kí-hò	Geometria euclidea
Si̍t-kuk	Silicon Valley
Barneveld	Barneveld
Khiu Tha̍t-sîn	Thaksin Shinawatra
Thòi-sân-sṳ	Taishan
Kîm-kôa	Zucca
Thai Sùn-thâ Khiùn-tó	Grandi Isole della Sonda
Elburg	Elburg
Doesburg	Doesburg
Sî-pet-sén	Provincia del Nordovest (Sudafrica)
Sien-thon	Segmento
Kâ-ngi-yen	Contea di Chiayi
Vûn-tai	Zona temperata
Â-kûng	Nonno
Thai-khi̍t-khièn	Taijiquan
Kiok-khwá	Caviglia
Hò-làn Tâi-thi Sat-khiet-sùn-ngî	Basso sassone
Pân-kiêu-é	Streptopelia turtur
Tshòng-khì-yen	Prefettura di Nagasaki
Hà-chhèu	Dinastia Xia
Chû-vì Sṳ̀n-kîn Ne-thúng	Sistema nervoso periferico
Lùn-tûn Thai-ho̍k	Università di Londra
Kip-sú	Serie
Nelspruit	Nelspruit
Sâ-là-ye̍t-chû	Sarawak
Â-chû Thai-phìn-yòng Kîn-tsi Ha̍p-tsok Fi-ngi	Asia-Pacific Economic Cooperation
Kôan-chiet-yàm	Artrite
Geldermalsen	Geldermalsen
Montauban	Montauban
Chhòng-sâ-sṳ	Changsha
Thai Put-lie̍t-tiên lâu Oi-ngì-làn Lièn-ha̍p Vòng-koet	Regno Unito di Gran Bretagna e Irlanda
Kiok-kiên	Tallone (anatomia)
Kûng-fûn	Centimetro
Lièn-ha̍p Hòng-khûng	United Airlines
Yen-thèu	Faringe
Hò-mí	Millimetro
Tsûng-tsang-khî (Thòi-pet-sṳ)	Distretto di Zhongzheng
Mì-mí	Micrometro (unità di misura)
Khi̍t-han (Sú-ho̍k)	Limite (matematica)
Theu-fú	Tōfu
Phù-sat	Bodhisattva
Chóng-ló Kau-fi	Presbiterianesimo
Hien-thoi Veloster	Hyundai Veloster
Nai-mí	Nanometro
Berlanga de Duero	Berlanga de Duero
Pâ-chûng-sṳ	Bazhong
Sâ-pâ-chû	Sabah
Nàm-nèn-sṳ	Nanning
Yù-sṳn-mî-thi Koet-kâ Kûng-yèn	Parco nazionale di Yosemite
Chhiâng-set	Ciano
Ho̍k-yen	Facoltà universitaria
Kô-hiùng-sṳ	Kaohsiung
Pet-mî Chhṳ-yù Mo-yi Hia̍p-ngi	North American Free Trade Agreement
Sû-kak-làn-ngìn	Scozzesi
Rustenburg	Rustenburg
Yen-tsong-fui	Concerto (evento musicale)
Yù-fu̍t-chû	Johor
Ngò-lò-sṳ̂ Lièn-pâng Chhṳ̍t-hot-sṳ	Città federali della Federazione russa
Fì-tshu̍k	Hui (popolo)
Sha̍k-sṳ	Laurea magistrale
Preston, Lancashire	Preston
Sî-tí-kâ-vòng	Sedecia
Sâm-koet	Tre Regni
Chhûn-chhiû Sṳ̀-khì	Periodo delle primavere e degli autunni
Chan-koet Sṳ̀-khì	Periodo dei regni combattenti
Mâ-liuk-kap-chû	Malacca
Pietermaritzburg	Pietermaritzburg
Sú-vón	Polso
Kit-làn-tan-chû	Kelantan
Tshông-tshu̍k	Tibetani
Pîn-sàng-chû	Penang
Blackburn	Blackburn
Chûng-sin Pha̍k-hiet-khiû	Granulocita neutrofilo
Pâng-kâ-tó	Bangka
Phìn-chhông-khiùn	Pyeongchang
Thai-koet Koet-chi Hòng-khûng Kûng-sṳ̂	Thai Airways International
Thai Ngi̍t-pún Ti-koet	Impero giapponese
Hiûng-nù	Xiongnu
Phit-li̍t-chû	Perak
Lùn-tûn Ti-koet Ho̍k-yen	Imperial College London
Tsen-sàng-sṳ	Zengcheng
Kui-lìm-sṳ	Guilin
Siet-làn-ngô-chû	Selangor
Tui-kok-sien	Diagonale
Fi-li-phi Liuk-sṳ	Filippo VI di Spagna
Kûng-tún	Tonnellata
Phàng-hên-chû	Pahang
中國象棋	Xiangqi
Pit-sṳn-hak	Pizza Hut
Yim-suk Siáu-tsṳ́	Sonic the Hedgehog
Ngo̍k-vûn-khiet-tshu̍k	Evenchi
Nàm-kîn Thai-thù-sat	Massacro di Nanchino
Yún Chṳ-Hau	Yun Chi-Ho
Phì-mí	Picometro
Chûng-koet 2010-ngièn Sông-hói Sṳ-kie Pok-lám-fi	Expo 2010
Carlisle, Cumbria	Carlisle
Sandomierz	Sandomierz
Ngit-tèu-kông	Radiazione solare
Khwon-kûan-tsiet	Anca
Fûn-kî-hon-khiûn	Mycobacterium
Chàu-yòng-sṳ	Shaoyang
Phìn-tûng-yen	Contea di Pingtung
Chông-fa-sṳ	Changhua
Hién-mì-kiang	Microscopio
Chông-kâ-kie-sṳ	Zhangjiajie
Chṳ Sṳ̀n-kûng	Koxinga
Chon-hiuk	Zhuanxu
Chu-chû-sṳ	Zhuzhou
Kûng-tshun	Decimetro
McGill Thai-ho̍k	Università McGill
Sâm-fòng Ńg-ti	Tre Augusti e Cinque Imperatori
Sanok	Sanok
Mâ-tshâ	Carro da guerra
Milton Keynes	Milton Keynes
Ên-tién	Grazia (teologia)
Hî-lìn-tên-khî	Hillingdon
Chṳ̂-yòng-sṳ	Ziyang
Chang Thien-chṳ́ Fat-sa Kie-son-kî Thôn-chhèn Só-mèu	Tomografia a emissione di positroni
Przemyśl	Przemyśl
Chhiòn-khiû Sàng-sṳ	Città globale
Pî-mí	Fermi (unità di misura)
Burnley	Burnley
Tûng Lùn-tûn, Tûng Khôi-phú-sén	East London
Biała Podlaska	Biała Podlaska
Pet-hói-sṳ	Beihai
Mafikeng	Mafikeng
Mí-sâ-yên Khiùn-tó	Visayas
Lò-pô-ôn-vòng	Roboamo
Slough	Slough
Thì-mô-thai	Timoteo vescovo
Chho̍k-sṳ̂-lia̍p	Centromero
Tûng-hò, Néu-yok-sṳ	East River
Chhêu-fông-hìn	Ipercubo
Sêm-mî-làn-chû	Negeri Sembilan
Brzeg	Brzeg
Fidel Valdez Ramos	Fidel Valdez Ramos
Łomża	Łomża
Siong-thâm-sṳ	Xiangtan
Thûng-tshu̍k	Dong (popolo)
Thòi-vân Ngièn-tshu-mìn	Aborigeni di Taiwan
騷靈現象	Poltergeist
Tha̍t-vat-ngì-tshu̍k	Daur
Na̍p-sî-tshu̍k	Naxi
Outaouais	Outaouais
Kuî-é	Testudines
Pak-sâ-sat	Baldassar
Tshièn-pí	Avambraccio
Yî-set-lie̍t Vòng-koet	Regno di Israele
Sîn-sân-sṳ	Johor Bahru
Khiu-kîm-sân Vân	Baia di San Francisco
Li Mâ-teu	Matteo Ricci
Tshài Yîn-vùn	Tsai Ing-wen
Chełm	Chełm
Â-ha̍p-vòng	Acab
Suwałki	Suwałki
Ngì-làn-yen	Contea di Yilan
Sî-làn-ngî	Lingua zelandese
Epe	Epe (Paesi Bassi)
Maidenhead	Maidenhead
Chû Khiet-lùn	Jay Chou
Winburg	Winburg
Kiú-liùng	Caolun
Nâ-pô-nì-tha̍t	Nabonide
Ngie-mí-li-ôn Lò-mâ-nok-ngî	Lingua emiliano-romagnola
Sîn-pet-sṳ	Nuova Taipei
Hî-sî-kâ-vòng	Ezechia
Thòi-chûng-sṳ	Taichung
IPhone 4S	IPhone 4S
Fâ-lièn-yen	Contea di Hualien
Kîm-mùn-yen	Kinmen
Thòi-tûng-yen	Contea di Taitung
Sîn-chuk-sṳ	Hsinchu
Kâ-ngi-sṳ	Chiayi
Kî-lùng-sṳ	Keelung
Pet-thèu-khî (Thòi-pet-sṳ)	Distretto di Beitou
Thai-ôn-khî (Thòi-pet-sṳ)	Distretto di Daan
Sṳ-lìm-khî (Thòi-pet-sṳ)	Distretto di Shilin
Busko-Zdrój	Busko-Zdroj
Àu-thai-li-â Ngièn	Dollaro australiano
Mò Chhiang-li ke Thung-vu̍t	Animali impuri
Kroonstad	Kroonstad
Hon-ho̍k	Sinologia
Thai-thùng-khî (Thòi-pet-sṳ)	Distretto di Datong
Nàm-kóng-khî (Thòi-pet-sṳ)	Distretto di Nangang
Nui-fù-khî (Thòi-pet-sṳ)	Distretto di Neihu
Tshiùng-sân-khî (Thòi-pet-sṳ)	Distretto di Songshan (Taipei)
Van-fà-khî (Thòi-pet-sṳ)	Distretto di Wanhua
Vùn-sân-khî (Thòi-pet-sṳ)	Distretto di Wenshan
Sin-ngi-khî (Thòi-pet-sṳ)	Distretto di Xinyi
Tsûng-sân-khî (Thòi-pet-sṳ)	Distretto di Zhongshan (Taipei)
Yî-pó-sṳ	Ipoh
Ná-pô-pha-lâ-sâ-ngì	Nabopolassar
Â-pí-ngâ-vòng	Abia di Giuda
Sûn N̂g	Regno Wu
Pha̍k-chhu̍k	Bai (popolo)
Pińczów	Pińczów (città)
Aalten	Aalten
Xuxa	Xuxa
Hajnówka	Hajnówka
Lubartów	Lubartów
Lucélia Santos	Lucélia Santos
IPhone 3GS	IPhone 3GS
IPhone 4	IPhone 4
IPhone 3G	IPhone 3G
Alan Dawa Dolma	Alan Dawa Dolma
Tûng-Chû	Dinastia Zhou orientale
Mâ-lòi-sî-â Hòng-khûng	Malaysia Airlines
Lì-tshu̍k	Li (popolo)
Chûng-sî-khî (Hiông-kóng)	Distretto Centrale e Occidentale
Â-ha̍p-chhia-vòng (Yî-set-lie̍t)	Acazia
Â-sat-li-ngâ	Ozia
Peter Nalitch	Peter Nalitch
Yâ-lò-pô-ôn yit-sṳ	Geroboamo
Am-li-vòng	Omri
Nâ-tap-vòng	Nadab
Pâ-sâ-vòng	Baasha
Yâ-fu-vòng	Jehu
Yok-sî-â-vòng	Giosia
Yok-â-sṳ̂-vòng (Yù-thai)	Ioas
Sîm-li-vòng	Zimri
Yâ-lò-pô-ôn ngi-sṳ	Geroboamo II
Yî-vi-mí-lò-tha̍t	Amil-Marduk
Â-mâ-chhia-vòng	Amasia (Giuda)
Yî-sṳ̂-pô-sat-vòng	Is-Bàal
Â-sat-vòng	Asa di Giuda
Â-mùn-vòng	Amon (re di Giuda)
Chong Koet-yùng（Chong Fat-chûng）	Leslie Cheung
Lí Tên-Fî	Lee Teng-hui
Yî-lâ-vòng	Ela (re)
Yok-ngâ-kin-vòng	Ioiakim
Yok-ngâ-kîn-vòng	Ioiachin
Biłgoraj	Biłgoraj
Puławy	Puławy
Chuk Hon	Regno Shu
Chhâu Ngùi	Regno Wei
Abitibi-Témiscamingue	Abitibi-Témiscamingue
Mò-tóng-sit	Indipendente (politica)
Iwakuni-sṳ	Iwakuni
Soi-ha-tshu̍k	Saisiyat
Kâu-thûng kûng-khí	Mezzo di trasporto
Yok-â-sṳ̂-vòng (Yî-set-lie̍t)	Ioas di Israele
Yok-làn-vòng (Yî-set-lie̍t)	Joram (re d'Israele)
Khiu Sṳ̀n-thûng	Shing-Tung Yau
Fùng Puk-kím Kiê	Chrysolophus pictus
Grajewo	Grajewo
Sat-lâ-tshu̍k	Salar (popolo)
Yok-ha̍p-sṳ-vòng	Ioacaz
Sîn-tiam-khî	Xindian (città)
瑤族	Yao (popolo)
Thú-sàng-khî	Tucheng
Hagi-sṳ	Hagi
Chûng-chhiû-chiet	Festa di metà autunno
Nài-lî-kak-li-sâ-ngì	Neriglissar
Fùng-theu	Vigna angularis
Łuków	Łuków
Świdnik	Świdnik
Pô-sṳ̂ Ti-koet	Impero achemenide
Nagato-sṳ	Nagato
Mâ-thai-fuk-yîm	Vangelo secondo Matteo
Sṳ̍p-sṳ-ka	Croce cristiana
Â-chû Hòng-khûng X	AirAsia X
Â-chû Hòng-khûng	AirAsia
Yî-fut-só-sû	Lettera agli Efesini
Sòng-tet-sṳ	Changde
Yit-yòng-sṳ	Yiyang
Chhim-chû-sṳ	Chenzhou
Tshî Kông-khí	Xu Guangqi
Yî-lò-khén-nok-ngî	Ilocano
Súi-nèn-sṳ	Suining
Nui-kông-sṳ	Neijiang
Tha̍t-chû-sṳ	Dazhou
Ngá-ôn-sṳ	Ya'an
10000	10000
Fú-kûa	Momordica charantia
Fún-fùng-set	Rosa (colore)
Nâ-sat-le̍t	Nazaret
Yî-tshu̍k	Yi (popolo)
Â-thâ-li-ngâ	Atalia di Giuda
Augustów	Augustów
Windsor, Berkshire	Windsor (Regno Unito)
Kô Khô-kî	Alta tecnologia
Hòn Hòn	Han Han
Tczew	Tczew
Hâ-nì-tshu̍k	Hani
Thòi-nàm-yen	Contea di Tainan
Fù-chṳ-mìn-sṳ Kî-chhòng	Aeroporto Internazionale Tan Son Nhat
Hien-thoi Accent	Hyundai Accent
Hien-thoi Sonata	Hyundai Sonica
Hien-thoi Elantra	Hyundai Elantra
Hien-thoi Equus	Hyundai Equus
Vû-tsṳ-phe̍t-khiet-chhu̍k	Uzbeki
Hien-thoi Genesis Coupé	Hyundai Genesis Coupé
Thap-kit-khiet-tshu̍k	Tagiki
Wal-Mart Kûng-sṳ̂	Walmart
緋彈个婭里婭	Hidan no Aria
Yùn-tôn yun-son	Cloud computing
Ńg-sùn-chiet Yun-thung	Pentecostalismo
Liu̍k-theu	Vigna radiata
Chêu-siên-chhu̍k	Coreani
Khúa-ngì-khiet-tsṳ-tshu̍k	Kirghisi
Burgo de Osma-Ciudad de Osma	Burgo de Osma-Ciudad de Osma
Sông-hói Ha̍p-tsok Tsû-tsṳt	Organizzazione di Shanghai per la cooperazione
Reus	Reus
San Esteban de Gormaz	San Esteban de Gormaz
Hien-thoi Santa Fe	Hyundai Santa Fe
Het-mien Phî-lù	Platalea minor
Sâ-â-nàm	Shah Alam
Kit-lùng-po Koet-chi Kî-chhòng	Aeroporto Internazionale di Kuala Lumpur
Ngiu̍k-Sân	Yu Shan
Hōfu-sṳ	Hōfu
Starogard Gdański	Starogard Gdański
Het-tsat-tshu̍k	Hezhen
Sîn-chhèu	Dinastia Xin
Mauricie	Mauricie
Kâu-thûng	Trasporto su strada
