非洲	Africa
Nazi Tet-koet	Germania nazista
Yù-thai-ngìn	Ebrei
Chang Fò	Zheng He
Chìn-chhèu	Dinastia Jìn
Ngí	Orecchio
Phi	Naso
Ngién	Occhio
Mûn-é	Culicidae
Mièn-yòng	Ovis aries
Lo̍k-thò	Camelus
Phú-nen thung-vu̍t	Mammalia
Ngie-kûng	Formicidae
Phûng-é	Anthophila
Hò-làn-ngî	Lingua olandese
Fà-thi̍t Thit-sṳ-nì Kûng-sṳ̂	The Walt Disney Company
Thot-yong Fu̍t-thông Fu̍t-son	DNA
Khiô	Solanum melongena
Siet	Neve
Â-pâ	Padre
Fûn	Minuto
Yù-thai Chhṳ-chhṳ-chû	Oblast' autonoma ebraica
Ngò-lò-sṳ̂-ngî	Lingua russa
Tûng-nàm-â Koet-kâ Lièn-mèn	Associazione delle Nazioni del Sud-est asiatico
Sakhalin-chû	Oblast' di Sachalin
Mien-pâu	Pane
Sṳ-kie Mo-yi Chû-chṳt	Organizzazione mondiale del commercio
漢語	Lingua cinese
Se-pâu	Cellula
Hiet-yi̍t	Sangue
Hi	Polmone
Lò-mâ-nì-â-ngî	Lingua romena
Pó-kâ-li-â-ngî	Lingua bulgara
Magadan-chû	Oblast' di Magadan
Chhṳ-yèn Khô-ho̍k	Scienze naturali
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin Delano Roosevelt
Thi-khiù Khô-ho̍k	Scienze della Terra
Sa̍k-thèu	Roccia
Yùn	Nuvola
Kí-hò-ho̍k	Geometria
Tet-lu-kú-ngî	Lingua telugu
Thai-hì-chhèn	Atmosfera
Kak-lû-kit-â-ngî	Lingua georgiana
Kîn-chi-ho̍k	Economia
Pîn-kóng	Pangkal Pinang
漢字	Carattere cinese
Sî-lî-ngì Sṳ-mû	Alfabeto cirillico
Lâ-tên sṳ-mû	Alfabeto latino
Vùn-ho̍k	Letteratura
分類:Fap-koet	Categoria:Francia
分類:Yîm-ngo̍k	Categoria:Musica
分類:Vùn-ho̍k	Categoria:Letteratura
Fù-lì	Volpe
La̍p-pá	Tromba
Â-li̍t-sân-thai sâm-sṳ	Alessandro Magno
Kiûn-sṳ-thán-tên Yit-sṳ	Costantino I
Set-lû-sṳ thai-ti	Ciro II di Persia
Vùn-mìn	Civiltà
Kau-yuk	Educazione
Kâ-thìn	Famiglia
Nàm-ngìn	Uomo (genere)
Fûn-yîn	Matrimonio
Kiûn-sṳ	Militare
Kâ-pî	Caffè
Ngiù-nen	Latte
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Ashoka
香港	Hong Kong
Thai-yîn Ti-koet	Impero britannico
Sú-ngì	Seul
Kâm-nái-thit Koet-chi Kî-chhòng	Aeroporto Internazionale John F. Kennedy
上海	Shanghai
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	Aeroporto di Londra-Heathrow
Lùn-tûn Kak-vet Kî-chhòng	Aeroporto di Londra-Gatwick
Set-vì-li-â	Siviglia
Chhîn-chhèu	Dinastia Qing
Â-ngì-pâ-nì-â-ngî	Lingua albanese
Pâ-sṳ̂-khiet-ngî	Lingua basca
Â-lâ-kung-ngî	Lingua aragonese
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Lingua armena
Vû-khiet-làn-ngî	Lingua ucraina
Pâ-lùn-sî-â	Valencia
Shuì-tién-ngî	Lingua svedese
Tan-ma̍k-ngî	Lingua danese
Nò-vî-ngî	Lingua norvegese
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Wilhelm von Leibniz
Tshia̍p-khiet-ngî	Lingua ceca
Sṳ̂-lo̍k-phat-khiet-ngî	Lingua slovacca
Sṳ̂-lo̍k-vì-nì-â-ngî	Lingua slovena
Hiûng-ngà-li-ngî	Lingua ungherese
Oi-sâ-nì-â-ngî	Lingua estone
Là-thot-vì-â-ngî	Lingua lettone
Li̍p-thâu-vón-ngî	Lingua lituana
Pha̍k-ngò-lò-sṳ̂-ngî	Lingua bielorussa
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitrij Ivanovič Mendeleev
Ngièn-chṳ́	Atomo
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Lingua greca
Oi-ngì-làn-ngî	Lingua irlandese
Pô-sṳ̂-ngî	Lingua persiana
Chûng-kau	Religione
Chêu-sién-ngî	Lingua coreana
Chhóng-sṳ-ki	Genesi
Kóng-tûng-fa	Lingua cantonese
Chhut-âi-khi̍p-ki	Libro dell'Esodo
Ye̍t-nàm-ngî	Lingua vietnamita
Pó-lò	Paolo di Tarso
Kô-mièn-ngî	Lingua khmer
Thai-ngî	Lingua thailandese
Mâ-lòi-ngî	Lingua malese
Yin-nì-ngî	Lingua indonesiana
Mùng-kú-ngî	Lingua mongola
Hâ-sat-khiet-ngî	Lingua kazaka
Vû-tsṳ̂-phe̍t-khiet-ngî	Lingua uzbeca
Thú-khù-màn-ngî	Lingua turkmena
Yù-thai-kau	Ebraismo
Hî-pak-lói-ngî	Lingua ebraica
Â-set-pai-kiông-ngî	Lingua azera
Mâ-khì-tun-ngî	Lingua macedone
Set-ngì-vì-â-ngî	Lingua serba
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Lingua serbo-croata
Pô-sṳ-nì-â-ngî	Lingua bosniaca
Kâ-lî-sî-â-ngî	Lingua gallega
Vî-ngì-sṳ̂-ngî	Lingua gallese
Sû-kak-làn Koi-ngì-ngî	Lingua gaelica scozzese
Siak-khiet-kau	Sikhismo
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Laozi
Kôn-chhóng	Fegato
Shìn	Rene
Thu-é	Coniglio
Sṳ̀n-kîn Ne-thúng	Sistema nervoso
Sîm-lî-ho̍k	Psicologia
Sṳt-kâ-mèu-nì	Gautama Buddha
Mâ-tên Lu-tet	Martin Lutero
Yî-kâ	Confucianesimo
Thiên-chú-kau	Chiesa cattolica
Tho-kau	Taoismo
Chit-siói	Midollo spinale
Sa̍t	Lingua (anatomia)
Yî-tshóng	Pancreas
Hèu-thèu	Laringe
Fuk-khiet-làn khiùn-tó	Isole Falkland
Vàng-kak-mo̍k	Muscolo diaframma
Lân-mî	Appendice vermiforme
Elizabeth Ngi-sṳ	Elisabetta II del Regno Unito
Thòng-chhèu	Dinastia Tang
John F. Kennedy	John Fitzgerald Kennedy
Mìn-chhèu	Dinastia Ming
Dwight D. Eisenhower	Dwight D. Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Saragozza
Kîm Tsang-ngit	Kim Jong-il
Ngièn-su Chû-khì-péu	Tavola periodica degli elementi
Chû-su̍k	Sus (zoologia)
Mariano Rajoy	Mariano Rajoy
Se-khiûn	Bacteria
Phù-thò	Uva
Phûng-thòng	Miele
Vòng-theu	Glycine max
Kûng-chhàng-ho̍k	Ingegneria
Vùn-fa	Cultura
Fan-vun	Lingua sanscrita
Sùn-fàn Hì-thúng	Apparato circolatorio
Sôn	Acido
Yî-ho̍k	Medicina
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center
Hâ Màn-hâ-tun	Lower Manhattan
分類:Pâ-sî	Categoria:Brasile
Màn-hâ-tun	Manhattan
Ngièn-su	Elemento chimico
Kâ-suk-thu	Accelerazione
Li̍t	Forza
Kú	Tamburo
Tsṳt-liông	Massa (fisica)
Thien-yáng	Film
Kîm-su̍k	Metallo
Nùng-ngia̍p	Agricoltura
Sâng-yîm	Suono
Sṳ̀-kiên	Tempo
Mien-chit	Area
Kûng-kîn	Chilogrammo
Kûng-tshak	Metro
Miéu	Secondo
Pâu-siuk	Zea mays
Kûng-sṳ̂n	Litro
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Sud-est asiatico
Tshùng-khin	Chongqing
Thiên-tsîn	Tientsin
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Antica Grecia
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca
Tychy	Tychy
El Masnou	El Masnou
Pu-lie̍t-thap-nì-ngî	Lingua bretone
Brittany	Bretagna
Lóng	Sordità
Chhi̍t-phiang	Malattia
Khien-không	Salute
Sok-lî-â	Soria
Màn-tó-ngî	Lingua mannese
Chhiâng-môi-su	Penicillina
Nantes	Nantes
Pot-thâm-fó	Tubercolosi
Mà-chiông	Mah Jong
模板:Location map Taiwan	Template:Mappa di localizzazione/TWN
Detroit	Detroit
Van-lî Tshòng-sàng	Grande muraglia cinese
Gard-sén	Gard
Gers-sén	Gers
Sông Garonne-sén	Alta Garonna
Sṳ̀n-sṳn Lò-mâ Ti-koet	Sacro Romano Impero
Ille-et-Vilaine-sén	Ille-et-Vilaine
Isère-sén	Isère
Chûng-kau Kói-kiet	Riforma protestante
Sông Loire-sén	Alta Loira
Lot-sén	Lot (dipartimento)
Lozère-sén	Lozère
Maine-et-Loire-sén	Maine e Loira
Nì-pu-kap-nì-sat ngi-sṳ	Nabucodonosor II
Mayenne-sén	Mayenne
Morbihan-sén	Morbihan
Nièvre-sén	Nièvre
Nord-sén	Nord (dipartimento)
Calais Hói-hia̍p-sén	Passo di Calais
Puy-de-Dôme-sén	Puy-de-Dôme
Sông Pyrénées-sén	Alti Pirenei
Pyrénées-Orientales-sén	Pirenei Orientali
Hâ Rhin-sén	Basso Reno
Sông Rhin-sén	Alto Reno
Saône-et-Loire-sén	Saona e Loira
Sarthe-sén	Sarthe
Sông Savoie-sén	Alta Savoia
Tarn-sén	Tarn
Tarn-et-Garonne-sén	Tarn e Garonna
Var-sén	Var (dipartimento)
Vaucluse-sén	Vaucluse
Vendée-sén	Vandea
Yonne-sén	Yonne
Yî-pí-li-â Pan-tó	Penisola iberica
Lai-kî	Litchi chinensis
Yâ-è	Cocos nucifera
Sa̍k-liù	Punica granatum
Chong-fa	Lingua zhuang
Sông-sok-pu-ngî	Lingua soraba superiore
Na̍p-ngá-thi̍t-ngî	Lingua nahuatl
Mí-nàm-kâ-pó-ngî	Lingua minangkabau
Mirandés-ngî	Lingua mirandese
Harvard Thai-ho̍k	Università di Harvard
Néu-yok Chṳn-khèn Kâu-yi-só	Borsa di New York
Lie̍t-yî-tha̍t-sén	Provincia di Lleida
Â-lâ-pak-ngî	Lingua araba
Kiú-chiu	Kyūshū
Si-koet	Shikoku
O-khiet-ngî	Lingua occitana
Nàm-fî Hò-làn-ngî	Lingua afrikaans
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-hyun
Kâ Mà-chiok	Passer domesticus
Kô-thiet	Mass Transit Railway
澳門	Macao
Suhl	Suhl
Mühlhausen	Mühlhausen/Thüringen
Sâ-thièn-khî	Distretto di Sha Tin
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Giraffa camelopardalis
Phì-âi-mùng-thi̍t-ngî	Lingua piemontese
Thap-là-kô-na̍p	Tarragona
Provence-Alpes-Côte d'Azur	Provenza-Alpi-Costa Azzurra
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Guangdong
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	Il Signore degli Anelli
Borredà	Borredà
Castellar de n'Hug	Castellar de n'Hug
Badajoz	Badajoz
Lu̍k-yì-tó-yen	Prefettura di Kagoshima
Kiok	Piede
Sit-thit	Lacertilia
Altenburg	Altenburg
Kiên	Spalla
Midi-Pyrénées	Midi-Pirenei
模板:Link FA	Template:Link V
Wikipedia:Chhâm-siòng	Wikipedia:Bar
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Canton
Chiông Kie-sa̍k	Chiang Kai-shek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nanchino
Phiang-yèn	Ospedale
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Nord-Passo di Calais
Pays de la Loire	Paesi della Loira
Languedoc-Roussillon	Linguadoca-Rossiglione
Thiap-sat-lò-nì-kâ	Salonicco
西藏自治區	Regione Autonoma del Tibet
Hàng-thung Thien-fa	Telefono cellulare
Thò-niâu	Struthio camelus
Manchester	Manchester
Pu-lû-khiet-lìm	Brooklyn
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Canis lupus
Mâ-lòi Pan-tó	Penisola malese
Sîn-yok Sṳn-kîn	Nuovo Testamento
9	9 (numero)
Zung-gok Thaai-liuk	Cina continentale
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Biên Hòa
Hiông-kóng-tó	Hong Kong (isola)
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podol'sk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Partito Indipendentista Portoricano
Lì-è	Equus asinus
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Antico Testamento
Sṳn-tan-chiet	Natale
Lò-màn Ngî-chhu̍k	Lingue romanze
Sâm-kok-hìn	Triangolo
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Lingue indoeuropee
Breinigerberg	Breinigerberg
Lo-fú	Panthera tigris
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos I di Spagna
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Samsung
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi
Sṳ̂-khâm-tit-nâ-vì-â	Scandinavia
Fu̍k-fa̍t-chiet	Pasqua
Thien-nó Khô-ho̍k	Informatica
Koet-chi Yîm-phiêu	Alfabeto fonetico internazionale
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Università di Princeton
Fôn-hìn-muk	Ciconiiformes
Chhṳ̀n Súi-pién	Chen Shui-bian
台灣	Isola di Formosa
Chṳ-fi-hîn Sú-kî	Smartphone
Sa̍k-yù	Petrolio
Hài-è	Scarpa
Ngiùn-hòng	Banca
Ngièn-lun Chhṳ-yù	Libertà di parola
Oi-ngì-làn	Irlanda (isola)
Cheshire	Cheshire
Cumbria	Cumbria
Lancashire	Lancashire
Northumberland	Northumberland
Tyne and Wear	Tyne and Wear
County Durham	Durham (contea)
Pet Yorkshire	North Yorkshire
Lincolnshire	Lincolnshire
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland
Lû-sùn	Lu Xun
Northamptonshire	Northamptonshire
Devon	Devon
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire
Hampshire	Hampshire
Buckinghamshire	Buckinghamshire
Surrey	Surrey
West Sussex	West Sussex
East Sussex	East Sussex
Kent	Kent
Thai Lùn-tûn	Greater London
7	7 (numero)
8	8 (numero)
Lu̍k-é	Cervidae
Pên	Ghiaccio
Chú ke Khì-tó-vùn	Padre nostro
Ngìn-lui-ho̍k	Antropologia
Fùng-hói	Mar Rosso
Oi-tên-páu	Edimburgo
Pha̍k-set	Bianco
Marseille	Marsiglia
Thai-chhûng-thèu	Allium cepa
6	6 (numero)
Kôn-fông ngî-ngièn	Lingua ufficiale
Kháu-kú-ho̍k	Archeologia
George H. W. Bush	George H. W. Bush
Pâ-ngì-kòn pan-tó	Penisola balcanica
Dmitry Medvedev	Dmitrij Anatol'evič Medvedev
Entrena	Entrena
Sîn-kau	Protestantesimo
Selena	Selena
Mî-koet Thai-khûng Chúng-shu	NASA
Thai Put-lie̍t-tiên-tó	Gran Bretagna
Pâ-le̍t-sṳ̂-thán	Palestina
10	10 (numero)
Lila Downs	Lila Downs
Lia̍p-pau	Acinonyx jubatus
Cleveland (Yîn-koet)	Cleveland (Regno Unito)
Liverpool	Liverpool
Bremen	Brema
Sîn Nò-vî-ngî	Nynorsk
Meu-thèu-tiâu	Strigiformes
Sṳ̀	Ora
Fap-lò-ngî	Lingua faroese
Kîm-eu-sṳ	Cà Mau
Meu-khô	Felidae
Koet-chi Thai-khûng Chhàm	Stazione Spaziale Internazionale
Tà-la-sṳ	Da Lat
Tat-tat-ngî	Lingua tatara
Tshûng-liông	Forza peso
Tsûng-su	Phoenix dactylifera
Fan-tshiet-sṳ	Phan Thiết
Sî Fut-lî-sî-ngî	Lingua frisone
Séu Vòng-chṳ́	Il piccolo principe
Phiàng-fông kûng-tshak	Metro quadrato
Fó-yam-chhùng	Lampyridae
Li̍p-fông kûng-tshak	Metro cubo
Fàn-chiet-thûng-vu̍t-mùn	Annelida
Chhú-khô	Muridae
Lû-sêm-nì-â-ngî	Lingua rutena
Ede (Hò-làn)	Ede (Paesi Bassi)
Fú-kîn	Orcinus orca
Sâ-thi̍t-fut-lî-sî-ngî	Dialetto frisone orientale
Liû-khiù-koet	Regno delle Ryūkyū
Pet-fut-lî-sî-â-ngî	Dialetto frisone settentrionale
Â-mê-ha̍p-lâ-ngî	Lingua amarica
蝠婆	Chiroptera
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Huang Di
Tiau-ǹg-thòi Lie̍t-yí	Isole Senkaku
Khiung-fò-tóng (Mî-koet)	Partito Repubblicano (Stati Uniti d'America)
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Lingua asturiana
O-thi-li Pâ-vî-li-â-ngî	Lingua bavarese
Mìn-chú-tóng (Mî-koet)	Partito Democratico (Stati Uniti d'America)
Sàng-tû-sṳ	Chengdu
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Lingua estremegna
Séu-su mìn-chhu̍k	Minoranza
Pô-lòi-kú	Pleiku
Â-ha̍p-sṳ̂-vòng	Acaz
Chûng-chû-sṳ	Chungju
Yî-liàu Ví-sâng	Assistenza sanitaria
Khiet-là-khô-fû	Cracovia
臺灣省	Provincia di Taiwan
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Aeroporto di Pechino-Capitale
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Tomografia computerizzata
Vî-nî-sṳ̂-ngî	Lingua veneta
Vû-lòi-khî	Wulai
Koet-li̍p Thòi-vân Thai-ho̍k	Università Nazionale di Taiwan
Vì-phú-sêm-ngî	Lingua vepsa
Fu̍t-lò-ngî	Lingua võro
Pân-mâ	Zebra
Valery Leontiev	Valerij Jakovlevič Leont'ev
Khô-sî-kâ-ngî	Lingua corsa
Buryat-ngî	Lingua buriata
Sùn-tho-chûng	Metodismo
Suk-vú-ngî	Lingua cebuana
Chavacano-ngî	Lingua zamboangueña
Tha̍t-lò-phî-thû Ngî-hì	Lingue dravidiche
客家語	Lingua hakka
Pet-nèn-sṳ	Bắc Ninh
Liùng-chhôn-sṳ	Long Xuyen
Mî-tshiu-sṳ	Mỹ Tho
Fut-liù-li-ngî	Lingua friulana
Pâng-mî-tsuk	Buôn Ma Thuột
Kàm-ngî	Lingua gan
Pok-vu̍t-kón	Museo
Yin-thu Yî-lóng Ngî-chhu̍k	Lingue indoiraniche
Thai-yùng-meu	Ailuropoda melanoleuca
Kalmyk-ngî	Lingua calmucca
Mân-ngî	Lingua mancese
Kû-li̍p ngî-ngièn	Lingua isolata
Kit-là-kî-ngî	Lingua gilaki
Khà-sû-pí-ngî	Lingua casciuba
Karachay-Balkar-ngî	Lingua caraciai-balcara
Lùn-pâ-tí-ngî	Lingua lombarda
Sú	Mano
Thu fú	Du Fu
O-lî-â-ngî	Lingua oriya
Ngìn-khiéu	Popolazione
Nò-man-thi-ngî	Lingua normanna
Nèn-phìn-sṳ	Ninh Bình
Pet-sat-mí-ngî	Lingua sami settentrionale
O-set-thôi-ngî	Lingua osseta
Sî-sî-lî-ngî	Lingua siciliana
Sat-tên-nî-â-ngî	Lingua sarda
Nì-ngá-ngì-ngî	Lingua Nepal Bhasa
Valparaíso	Valparaíso
Yên-yèn	Attore
Thap-kâ-lo̍k-ngî	Lingua tagalog
Thùng	Bronzo
Vlaams-ngî	Lingua fiamminga
Fà-liùng-ngî	Lingua vallone
Sú-ngî	Lingua dei segni
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Lingua tibetana
Ngá-shuì-ngá-shuì-ngî	Lingua waray-waray
Yì-ku-tshu̍k	Yugur
N̂g-ngî	Lingua wu
Woodrow Wilson	Thomas Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	Università di Oxford
Sú-tsṳ́	Dito
Sṳ̍p-thiàu Kie-min	Dieci comandamenti
Yok-hon-nì-sṳ̂-páu	Johannesburg
Kî-tuk Kau-fi	Chiesa
Pau-é	Panthera pardus
Sîn-kiông	Xinjiang
Muk-kôa	Carica papaya
Pu-lî-sṳ̂-pân	Brisbane
Â-mî-ngî	Lingua amis
Vî-liâm Lùn-khìm	Wilhelm Conrad Röntgen
Chû-chhèu	Dinastia Zhou
Ido-ngî	Lingua ido
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Casa Bianca
Tha̍t-mâ-thai-ngî	Lingua dalmatica
Tat-tat-chhu̍k	Tatari
Thai-fán-sṳ	Osaka
Kiam-khiâu Thai-ho̍k	Università di Cambridge
Kûng-khín	Ettaro
Sé-lî	Battesimo
Pông-hâ	Asma
Chuk	Bambuseae
Hiligaynon-ngî	Lingua hiligaynon
Fù Tsṳ-mìn	Ho Chi Minh
Thièn-piên-fú	Dien Bien Phu
Khûn-sṳ-làn-chû	Queensland
Kûi-yìn-sṳ	Qui Nhon
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li̍t-ka-sṳ	Rach Gia
Li-kú-lî-â-ngî	Lingua ligure
Phô-lò-chû	Borneo
Khà-phién-phién-kâm-ngî	Lingua kapampangan
Vù-fâ-kó	Ficus carica
Sun-fa-sṳ	Huế
Tshòng-thu	Lunghezza
Sṳ̂-chhù-chṳ̂-lu	Via della seta
Mô-li-ngî	Lingua māori
Mên-tûng-ngî	Min dong
Tô-se-pâu sâng-vu̍t	Organismo pluricellulare
Mên-nàm-ngî	Lingua min nan
Tshiên-ngièn	Millennio
Ho̍k-miàng	Nomenclatura binomiale
Vì-tô-li-â-chû	Victoria (Australia)
Chong-chhu̍k	Zhuang
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Tshèu-chû-fa	Dialetto teochew
Yok-hon-fuk-yîm	Vangelo secondo Giovanni
William Vòng-chṳ́	William, duca di Cambridge
Chhṳ̀n Kóng-sâng	Jackie Chan
12	12 (numero)
Vok-là-phú-khiet-ngî	Volapük
Toshiro Mifune	Toshirō Mifune
Kám-lám-su	Olea europaea
Só-lò-mùn-vòng	Salomone
O-khiet-làn	Auckland
Chhṳ̍t-sien	Retta
11	11 (numero)
13	13 (numero)
Sûn-chṳ́	Sun Tzu
Sṳn-lìn	Spirito Santo
Lû-pu-lìm	Lublino
Thì-thèu	Arachis hypogaea
100	100 (numero)
Tshit-thèu	Ginocchio
Tô-piên-hìn	Poligono
Nàm Chûng-koet Hói	Mar Cinese Meridionale
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Chamaeleonidae
Bloemfontein	Bloemfontein
Ngiam-set-thí	Cromosoma
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Yangon
Ma̍k-tông-lò Kûng-sṳ̂	McDonald's
1000000	Milione
Meu-miàng-sṳ	Maoming
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Emisfero boreale
Ló-chhú	Mus (genere)
Thí-tsit	Volume
Het-tsṳ̂	Hertz
Pak-pân-khiet	Burbank (Contea di Los Angeles)
Sien-lia̍p-thí	Mitocondrio
Yî-sên	Medico
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Macroeconomia
Ágreda	Ágreda
Lu-kâ-fuk-yîm	Vangelo secondo Luca
Sîn Kí-nui-â	Nuova Guinea
Sṳ́-thù-hàng-chhon	Atti degli Apostoli
Mô-hái	Brachyura
PH	PH
Khì-tó	Preghiera
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Chungcheong Settentrionale
Chûng-chhîn Nàm-tho	Chungcheong Meridionale
Kông-ngièn-tho (Hôn-koet)	Gangwon
Nui Mùng-kú	Mongolia Interna
Kîm Ngit-sṳ̀n	Kim Il-sung
Chhái-na̍p Koet-chi Phú-chhu Ngî-ngièn Thoi-péu-thòn	Delegazione per l'adozione di una lingua ausiliaria internazionale
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	Davide
Li-vi-ki	Levitico
Sṳ̂-thán-fuk Thai-ho̍k	Università di Stanford
Fuk-kian	Fujian
Kûng-khiet	Grammo
Mùng-kú-tshu̍k	Mongoli
Khí-sṳ-liu̍k	Apocalisse di Giovanni
Kong-lîn-sṳ	Gangneung
Kiê-liùng-sṳ	Gyeryong
Kô-yòng-sṳ	Goyang
Kûng-chû-sṳ	Gongju
Kó-chhôn-sṳ	Gwacheon
Kông-mìn-sṳ	Gwangmyeong
Kóng-chû-sṳ (Hôn-koet)	Gwangju (Gyeonggi)
Kiú-lî-sṳ	Guri
Kiûn-phú-sṳ	Gunpo
Kîm-phú-sṳ	Gimpo
Nàm-yòng-chû-sṳ	Namyangju
Lun-sân-sṳ	Nonsan
Thông-chîn-sṳ (Hôn-koet)	Dangjin
Tûng-theu-chhôn-sṳ	Dongducheon
Tûng-hói-sṳ (Hôn-koet)	Donghae
Pó-nèn-sṳ	Boryeong
Fu-chhôn-sṳ	Bucheon
Sâm-chit-sṳ	Samcheok
Shuì-sân-sṳ	Seosan
Sàng-nàm-sṳ	Seongnam
Suk-chhó-sṳ	Sokcho
Sṳ́-hîn-sṳ	Siheung
Ngà-sân-sṳ	Asan
Ôn-sân-sṳ	Ansan (Corea del Sud)
Ôn-sàng-sṳ (Hôn-koet)	Anseong
Ôn-yông-sṳ	Anyang (Corea del Sud)
Yòng-chû-sṳ	Yangju
Vû-sân-sṳ	Osan
Ngièn-chû-sṳ	Wonju
Ngi-vòng-sṳ	Uiwang
Ngi-chṳn-fú-sṳ	Uijeongbu
Li-chhôn-sṳ (Hôn-koet)	Icheon
Thî-chhôn-sṳ	Jecheon
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
Chhûn-chhôn-sṳ	Chuncheon
Thai-pha̍k-sṳ	Taebaek
Po-chû-sṳ	Paju
Phìn-tshe̍t-sṳ	Pyeongtaek
Phàu-chhôn-sṳ	Pocheon
Hò-nàm-sṳ	Hanam
Fà-sàng-sṳ	Hwaseong
Buckingham Kiûng	Buckingham Palace
Hói-nàm	Hainan
Yén-tûng	Estremo Oriente
Ngiên-kiu	Ricerca scientifica
Kâm-suk	Gansu
Pha̍k Se-pâu	Leucocita
York	York
Tsiú	Gomito
Sṳ̂n-min-ki	Deuteronomio
Sû-chû-sṳ	Suzhou
Vûn-chû-sṳ	Wenzhou
Windsor Sàng-páu	Castello di Windsor
Hòn-chhu̍k	Han
Nèn-pô-sṳ	Ningbo
Tet-koet-ngìn	Tedeschi
Ko-men	Allergia
Fù-khì	Hirudinea
Kîm-yùng	Finanza
1000	1000 (numero)
Mìn-su-ki	Numeri (Bibbia)
Liu̍k Khiet-vùn	Kevin Michael Rudd
Ngo̍k-ǹg	Crocodylidae
Yùn-nàm	Yunnan
Vû-â	Corvus
Plymouth	Plymouth
Sân-tûng	Shandong
Pí	Braccio
Derby-sṳ	Derby (Regno Unito)
Thàn-khîn Fa-ha̍p-vu̍t	Idrocarburi
Hò-nàm	Henan
Montehermoso	Montehermoso
Liâu-nèn	Liaoning
El Cid	El Cid
